avespoli@Anthonys-MacBook-Pro ~ % log show --last 48h --predicate 'eventMessage CONTAINS "seal"'

Filtering the log data using "composedMessage CONTAINS "seal""
Skipping info and debug messages, pass --info and/or --debug to include.
Timestamp                       Thread     Type        Activity             PID    TTL  
2025-10-01 15:05:47.403005-0500 0x1301     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:05:47.619288-0500 0x16d3     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:05:47.636066-0500 0x16d3     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:05:47.653114-0500 0x16d4     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:05:47.658274-0500 0x16d4     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:05:47.723679-0500 0x1615     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:584: disk3s3 broken in xid: 27076316, fsroot tree xid: 27076370
2025-10-01 15:05:48.102373-0500 0x16fe     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27165952)
2025-10-01 15:05:48.131761-0500 0x1615     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 15:06:02.547015-0500 0x16db     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:06:02.885522-0500 0x16db     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:06:02.914495-0500 0x16db     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:06:02.924316-0500 0x16db     Default     0x0                  556    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:07:50.102090-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:3910:788:788): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-01 15:07:50.299842-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:4242:1120:88): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-01 15:07:50.305386-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:4246:1124:92): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-01 15:07:51.312045-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:4917:1795:418): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-01 15:07:51.509545-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:5233:2111:735): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-01 15:07:51.514674-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:5237:2115:739): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-01 15:11:55.974502-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:7238:4116:65): DataLaneFreqConfigSet line 2186 alpmUsealpm updated to 1
2025-10-01 15:11:56.174267-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:7554:4432:381): InitSettingsSet line 69 alpmUsealpm REG set to 1
2025-10-01 15:11:56.179444-0500 0x577      Default     0x0                  0      0    kernel: (AppleH16CameraInterface) ISPCPU (Print:7558:4436:385): LinkRateSet line 2146 alpmUsealpm REG set to 1
2025-10-01 20:57:15.661167+0000 0x9f8      Default     0x0                  84     0    WindowServer: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 15:58:04.660972-0500 0x111d     Default     0x0                  433    0    WindowServer: (libMobileGestalt.dylib) Sealing manifest property '<private>' did not exist in the sealing manifest
2025-10-01 15:58:07.499711-0500 0x154e     Default     0x2485               596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:08.613662-0500 0x1752     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167754)
2025-10-01 15:58:08.645902-0500 0x1744     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 15:58:08.671230-0500 0x1760     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167756)
2025-10-01 15:58:08.893754-0500 0x1760     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167758)
2025-10-01 15:58:08.909705-0500 0x1744     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 15:58:09.015645-0500 0x1796     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167761)
2025-10-01 15:58:09.030773-0500 0x1744     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 15:58:09.045902-0500 0x17aa     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167764)
2025-10-01 15:58:09.097546-0500 0x17aa     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_break:504: disk3s3 integrity protection will be disabled (from xid: 27167766)
2025-10-01 15:58:09.109634-0500 0x1744     Default     0x0                  0      0    kernel: (apfs) authapfs_seal_restore:604: disk3s3 integrity protection will be re-enabled
2025-10-01 15:58:09.410672-0500 0x154e     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.417529-0500 0x1553     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.422816-0500 0x17d0     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.424240-0500 0x17d0     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.590839-0500 0x17d0     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.606067-0500 0x17d1     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.617684-0500 0x154f     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:09.622034-0500 0x154f     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:21.349844-0500 0x17d5     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:21.659957-0500 0x17d5     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:21.691515-0500 0x17d5     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:21.727026-0500 0x17d5     Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 15:58:24.789741-0500 0x21c9     Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Getting local sealing manifest
2025-10-01 15:58:25.847167-0500 0x21c9     Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Reading EAN key seal, imageSize=8192
2025-10-01 15:58:25.847783-0500 0x21c9     Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Successfully read seal from EAN
2025-10-01 15:58:25.848141-0500 0x21c9     Default     0x0                  410    18   corerepaird: (CoreRepairCore) [com.apple.corerepair:device] Unsealed: {
}
2025-10-01 17:26:35.887059-0500 0xf494     Error       0x0                  0      0    kernel: (Sandbox) Sandbox: TextThumbnailExtension(6686) deny(1) iokit-get-properties iokit-class:IOService property:syscfg-erly-kbgs-allow-unsealed
115993961-iokit-get-properties
2025-10-01 18:58:20.293689-0500 0x1d485    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 18:58:20.625337-0500 0x1d485    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 18:58:20.884822-0500 0x1d485    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 18:58:20.889158-0500 0x1d485    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 19:06:12.418923-0500 0x27607    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 19:06:12.742596-0500 0x275fb    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
2025-10-01 19:06:13.077165-0500 0x275fb    Default     0x0                  596    30   softwareupdated: (SoftwareUpdateCore) [com.apple.SoftwareUpdateMacController:SU] [SUCoreDevice] RootVolumeSealValid: Root volume is sealed
